,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,Match ID,balls
553,Oman vs Namibia,Namibia,David Wiese,3.4,0,28,3,7.63,11,4,1,0,0,T20I # 2634,22
554,Oman vs Namibia,Namibia,Tangeni Lungameni,4.0,0,18,0,4.5,14,2,0,1,0,T20I # 2634,24
555,Oman vs Namibia,Namibia,Bernard Scholtz,4.0,0,20,1,5.0,11,0,1,1,0,T20I # 2634,24
556,Oman vs Namibia,Namibia,Gerhard Erasmus,4.0,0,20,2,5.0,9,1,0,0,0,T20I # 2634,24
557,Oman vs Namibia,Oman,Bilal Khan,4.0,0,25,1,6.25,11,2,1,1,0,T20I # 2634,24
558,Oman vs Namibia,Oman,Shakeel Ahmed,3.0,0,20,0,6.66,10,4,0,0,0,T20I # 2634,18
559,Oman vs Namibia,Oman,Kaleemullah,2.0,0,10,0,5.0,7,1,0,0,0,T20I # 2634,12
560,Oman vs Namibia,Oman,Aqib Ilyas,4.0,1,17,1,4.25,15,1,1,0,0,T20I # 2634,24
561,Oman vs Namibia,Oman,Mehran Khan,3.0,1,7,3,2.33,12,0,0,0,0,T20I # 2634,18
562,Oman vs Namibia,Oman,Zeeshan Maqsood,2.0,0,12,0,6.0,4,1,0,0,0,T20I # 2634,12
563,Oman vs Namibia,Oman,Ayaan Khan,2.0,0,12,1,6.0,6,1,0,1,0,T20I # 2634,12
564,P.N.G. vs West Indies,West Indies,Akeal Hosein,3.0,0,9,1,3.0,13,1,0,0,0,T20I # 2633,18
565,P.N.G. vs West Indies,West Indies,Romario Shepherd,3.0,0,23,1,7.66,5,1,0,1,0,T20I # 2633,18
566,P.N.G. vs West Indies,West Indies,Andre Russell,3.0,0,19,2,6.33,8,2,0,1,0,T20I # 2633,18
567,P.N.G. vs West Indies,West Indies,Roston Chase,4.0,0,26,0,6.5,11,1,1,3,0,T20I # 2633,24
568,P.N.G. vs West Indies,West Indies,Alzarri Joseph,4.0,0,34,2,8.5,11,5,0,1,1,T20I # 2633,24
569,P.N.G. vs West Indies,West Indies,Gudakesh Motie,3.0,0,24,1,8.0,7,2,1,0,0,T20I # 2633,18
570,P.N.G. vs West Indies,P.N.G.,Kabua Morea,3.0,0,30,0,10.0,7,6,0,0,0,T20I # 2633,18
571,P.N.G. vs West Indies,P.N.G.,Alei Nao,2.0,1,9,1,4.5,9,2,0,0,0,T20I # 2633,12
572,P.N.G. vs West Indies,P.N.G.,Chad Soper,3.0,0,19,1,6.33,8,2,0,0,0,T20I # 2633,18
573,P.N.G. vs West Indies,P.N.G.,Sese Bau,1.0,0,18,0,18.0,1,1,2,0,0,T20I # 2633,6
574,P.N.G. vs West Indies,P.N.G.,John Kariko,4.0,0,17,1,4.25,15,0,1,0,0,T20I # 2633,24
575,P.N.G. vs West Indies,P.N.G.,Assad Vala,4.0,1,28,2,7.0,11,3,1,0,0,T20I # 2633,24
576,P.N.G. vs West Indies,P.N.G.,Charles Amini,2.0,0,14,0,7.0,3,0,1,0,0,T20I # 2633,12
577,Canada vs U.S.A.,U.S.A.,Ali Khan,4.0,0,41,1,10.25,11,5,2,2,0,T20I # 2632,24
578,Canada vs U.S.A.,U.S.A.,Saurabh Netravalkar,2.0,0,16,0,8.0,3,2,0,0,0,T20I # 2632,12
579,Canada vs U.S.A.,U.S.A.,Harmeet Singh,4.0,0,27,1,6.75,11,3,1,0,0,T20I # 2632,24
580,Canada vs U.S.A.,U.S.A.,Jasdeep Singh,3.0,0,24,0,8.0,7,4,0,0,0,T20I # 2632,18
581,Canada vs U.S.A.,U.S.A.,Shadley van Schalkwyk,3.0,0,34,0,11.33,1,1,2,0,0,T20I # 2632,18
582,Canada vs U.S.A.,U.S.A.,Steven Taylor,1.0,0,15,0,15.0,1,0,2,0,0,T20I # 2632,6
583,Canada vs U.S.A.,U.S.A.,Corey Anderson,3.0,0,29,1,9.66,4,2,1,0,0,T20I # 2632,18
584,Canada vs U.S.A.,Canada,Kaleem Sana,4.0,0,34,1,8.5,9,4,0,3,0,T20I # 2632,24
585,Canada vs U.S.A.,Canada,Jeremy Gordon,3.0,0,44,0,14.66,7,4,3,3,2,T20I # 2632,18
586,Canada vs U.S.A.,Canada,Dilon Heyliger,3.0,0,19,1,6.33,9,0,1,2,0,T20I # 2632,18
587,Canada vs U.S.A.,Canada,Saad Bin Zafar,4.0,0,42,0,10.5,9,2,4,0,0,T20I # 2632,24
588,Canada vs U.S.A.,Canada,Nikhil Dutta,2.4,0,41,1,15.37,5,2,4,2,1,T20I # 2632,16
589,Canada vs U.S.A.,Canada,Pargat Singh,1.0,0,15,0,15.0,0,1,1,0,0,T20I # 2632,6
